0	Barking and Dagenham	0.188848	0.611248	0.237997	0.467959	0.376603	0.878222	0.696069
1	Barnet	0.168357	0.339796	0.124399	0.269426	0.303578	0.54125	0.727042
2	Bexley	0.110882	0.368843	0.163097	0.297538	0.0957572	0.678619	0.397397
3	Brent	0.156259	0.641286	0.526642	0.508637	0.508102	0.685491	0.68925
4	Bromley	0.148297	0.414627	0.155316	0.268282	0.185489	0.712297	0.602063
5	Camden	0.458561	0.708681	0.487158	0.691692	0.466828	0.817052	0.709828
6	Croydon	0.187486	0.55948	0.308071	0.464251	0.506692	0.829409	0.60185
7	Ealing	0.200596	0.636311	0.308818	0.493899	0.353219	0.765754	0.639124
8	Enfield	0.156284	0.419966	0.172596	0.331226	0.343146	0.671297	0.644626
9	Greenwich	0.178704	0.639896	0.242406	0.494621	0.215548	0.844735	0.485061
10	Hackney	0.308976	0.706563	0.413594	0.464737	0.476127	0.721034	0.515686
11	Hammersmith and Fulham	0.358603	0.755291	0.448445	0.67139	0.382718	0.826247	0.579562
12	Haringey	0.224771	0.570985	0.283875	0.378896	0.417214	0.831446	0.724563
13	Harrow	0.111183	0.381064	0.140792	0.325716	0.26406	0.512763	0.574127
14	Havering	0.160629	0.434092	0.211209	0.355231	0.173062	0.660591	0.645814
15	Hillingdon	0.18498	0.566731	0.185578	0.632979	0.289067	0.795828	0.649508
16	Hounslow	0.213601	0.649862	0.296265	0.527309	0.286783	0.863695	0.62077
17	Islington	0.371595	0.778149	0.384874	0.631731	0.527716	0.869805	0.618762
18	Kensington and Chelsea	0.460161	0.54472	0.424465	0.479903	0.411769	0.677854	0.637007
19	Kingston upon Thames	0.158916	0.431657	0.122442	0.252483	0.138825	0.656476	0.457335
20	Lambeth	0.28561	0.698885	0.355195	0.458346	0.834581	0.802573	0.636297
21	Lewisham	0.186694	0.652353	0.243722	0.417966	0.446038	0.855248	0.639868
22	Merton	0.158222	0.396077	0.201946	0.275136	0.270847	0.657647	0.554691
23	Newham	0.250663	0.66134	0.284426	0.507097	0.712211	0.745401	0.53353
24	Redbridge	0.184288	0.45415	0.325987	0.356007	0.352607	0.601171	0.654882
25	Richmond upon Thames	0.155288	0.341816	0.134737	0.284788	0.115872	0.629505	0.582966
26	Southwark	0.262957	0.689779	0.397976	0.558459	0.823799	0.800488	0.61018
27	Sutton	0.132866	0.431477	0.138575	0.294432	0.151744	0.695538	0.43558
28	Tower Hamlets	0.237532	0.699979	0.582092	0.523911	0.487535	0.821666	0.535643
29	Waltham Forest	0.220853	0.59178	0.232706	0.407413	0.497592	0.743634	0.615152
30	Wandsworth	0.236859	0.421207	0.164032	0.363555	0.378535	0.654365	0.607432
31	Westminster	1	1	1	1	1	1	1
