0	Barking and Dagenham	0.219527	0.879027	0.312842	0.66793	0.602066	1	0.875644
1	Barnet	0.197666	0.420771	0.225091	0.280337	0.350507	0.49594	0.760549
2	Bexley	0.152115	0.487328	0.190749	0.272398	0.186256	0.776931	0.578966
3	Brent	0.18602	0.659002	0.482044	0.358556	0.744677	0.57947	0.76492
4	Bromley	0.180259	0.52262	0.199885	0.3124	0.2414	0.736142	0.759735
5	Camden	0.528347	0.800444	0.848946	0.682146	0.640932	0.787417	1
6	Croydon	0.216639	0.630994	0.42137	0.440865	0.610074	0.822665	0.807943
7	Ealing	0.218649	0.66735	0.391605	0.41649	0.473915	0.668804	0.744805
8	Enfield	0.163218	0.425035	0.298933	0.330461	0.512368	0.702615	0.826289
9	Greenwich	0.195344	0.633662	0.292932	0.591696	0.380077	0.854379	0.712827
10	Hackney	0.221819	0.700516	0.643824	0.492263	0.461623	0.536451	0.617474
11	Hammersmith and Fulham	0.398822	0.777492	0.598622	0.609235	0.493775	0.696775	0.684797
12	Haringey	0.249301	0.615272	0.478019	0.378146	0.569749	0.781413	0.94272
13	Harrow	0.151731	0.432289	0.215016	0.314826	0.260734	0.527144	0.642544
14	Havering	0.156702	0.399718	0.220862	0.259372	0.179171	0.660636	0.728429
15	Hillingdon	0.257312	0.679056	0.312099	0.812733	0.330669	0.811409	0.788162
16	Hounslow	0.199517	0.642549	0.381909	0.520939	0.321233	0.739605	0.696812
17	Islington	0.415141	0.844865	0.664283	0.686039	0.58646	0.806893	0.915726
18	Kensington and Chelsea	0.453823	0.549181	0.710404	0.550585	0.439148	0.47246	0.673695
19	Kingston upon Thames	0.206116	0.412648	0.179591	0.329597	0.22511	0.594516	0.502423
20	Lambeth	0.266233	0.76343	0.597674	0.594186	1	0.771923	0.838268
21	Lewisham	0.197524	0.828667	0.483823	0.664498	0.602371	0.855793	0.695594
22	Merton	0.171098	0.524496	0.23342	0.34054	0.357444	0.681824	0.613753
23	Newham	0.268749	0.727416	0.460056	0.468626	0.906724	0.781703	0.701346
24	Redbridge	0.216173	0.439676	0.424864	0.279702	0.45175	0.580387	0.789717
25	Richmond upon Thames	0.172893	0.335681	0.179197	0.202219	0.152156	0.561689	0.597066
26	Southwark	0.269154	0.861249	0.7764	0.840056	0.83573	0.689261	0.692446
27	Sutton	0.192091	0.432606	0.151914	0.264218	0.228	0.741185	0.511616
28	Tower Hamlets	0.241189	0.697806	0.646894	0.590653	0.445694	0.726725	0.490944
29	Waltham Forest	0.25716	0.699367	0.476735	0.480863	0.837031	0.769035	0.880886
30	Wandsworth	0.230198	0.514266	0.252411	0.387928	0.533238	0.593225	0.628157
31	Westminster	1	1	1	1	0.88505	0.771194	0.876389
