0	Barking and Dagenham	0.221095	0.692754	0.336921	0.482363	0.300667	0.942953	0.648699
1	Barnet	0.201065	0.427947	0.231237	0.280792	0.18027	0.632088	0.655947
2	Bexley	0.148081	0.385948	0.264308	0.301505	0.102643	0.688514	0.435757
3	Brent	0.199528	0.66339	0.749872	0.42911	0.329602	0.75326	0.558765
4	Bromley	0.193222	0.474676	0.256375	0.297716	0.146505	0.800286	0.567804
5	Camden	0.481443	0.669992	0.679851	0.592305	0.452238	0.804378	0.845894
6	Croydon	0.215894	0.606853	0.413299	0.392398	0.311961	0.851293	0.566931
7	Ealing	0.233278	0.59788	0.390563	0.402324	0.228595	0.76906	0.576691
8	Enfield	0.204183	0.508471	0.363996	0.39532	0.2852	0.720715	0.637157
9	Greenwich	0.223676	0.663579	0.382434	0.48299	0.179229	0.83192	0.542211
10	Hackney	0.33075	0.748173	0.410387	0.47873	0.439828	0.824894	0.68884
11	Hammersmith and Fulham	0.414961	0.750456	0.842889	0.701387	0.250357	0.864396	0.551737
12	Haringey	0.277484	0.64644	0.363224	0.429453	0.441632	0.906063	0.731605
13	Harrow	0.13306	0.389914	0.315874	0.278563	0.150119	0.544867	0.506036
14	Havering	0.193301	0.445988	0.253346	0.379377	0.140819	0.715102	0.585908
15	Hillingdon	0.250894	0.647235	0.262655	0.887728	0.207409	0.936423	0.622103
16	Hounslow	0.241153	0.630511	0.474321	0.499627	0.180419	0.826328	0.491275
17	Islington	0.422431	0.814515	0.493861	0.591067	0.457027	1	0.724238
18	Kensington and Chelsea	0.542868	0.63416	0.418689	0.459295	0.352354	0.702498	0.683988
19	Kingston upon Thames	0.191528	0.388254	0.367148	0.247076	0.0759819	0.653577	0.396808
20	Lambeth	0.329442	0.778423	0.689461	0.534265	0.524527	0.903964	0.644339
21	Lewisham	0.202962	0.658769	0.37648	0.370596	0.324943	0.84702	0.543919
22	Merton	0.188296	0.410971	0.229344	0.243592	0.169012	0.697548	0.560309
23	Newham	0.293899	0.672232	0.441496	0.517013	0.605451	0.775336	0.519336
24	Redbridge	0.198706	0.535024	0.436646	0.398034	0.294047	0.623376	0.60974
25	Richmond upon Thames	0.190504	0.340725	0.196411	0.287721	0.0816709	0.635162	0.616415
26	Southwark	0.311718	0.710667	0.748841	0.46267	0.507429	0.919028	0.635526
27	Sutton	0.161782	0.437074	0.191482	0.197222	0.123044	0.717634	0.478862
28	Tower Hamlets	0.279688	0.735974	0.641834	0.526727	0.471682	0.889353	0.55454
29	Waltham Forest	0.231308	0.63393	0.422176	0.408013	0.321513	0.730139	0.626404
30	Wandsworth	0.257484	0.477396	0.23589	0.347533	0.231213	0.634536	0.582241
31	Westminster	1	1	1	1	1	0.977501	1
