0	Barking and Dagenham	0.213644	0.624672	0.194396	0.624446	0.554349	1	0.79997
1	Barnet	0.182725	0.341851	0.132243	0.269095	0.335831	0.59331	0.883768
2	Bexley	0.112228	0.34687	0.153611	0.226268	0.154901	0.650526	0.414277
3	Brent	0.176573	0.645397	0.502552	0.456282	0.672591	0.653304	0.763237
4	Bromley	0.162428	0.431273	0.130193	0.222959	0.228299	0.747973	0.651581
5	Camden	0.55157	0.744382	0.448515	0.526879	0.674418	0.834129	1
6	Croydon	0.193165	0.53244	0.246512	0.395412	0.500732	0.833083	0.821584
7	Ealing	0.218645	0.619282	0.252093	0.546828	0.43601	0.814556	0.730276
8	Enfield	0.164327	0.384894	0.179684	0.40384	0.364528	0.725061	0.750252
9	Greenwich	0.176801	0.528234	0.195328	0.400533	0.300601	0.864318	0.58399
10	Hackney	0.253321	0.563031	0.329168	0.371654	0.416385	0.65875	0.516507
11	Hammersmith and Fulham	0.394703	0.68846	0.318259	0.728336	0.435149	0.834254	0.88508
12	Haringey	0.235916	0.531754	0.236179	0.307555	0.560229	0.921991	0.90362
13	Harrow	0.121587	0.343913	0.109905	0.309674	0.276896	0.535215	0.699184
14	Havering	0.166985	0.391977	0.164901	0.32482	0.203283	0.667086	0.761229
15	Hillingdon	0.228215	0.575676	0.216258	0.700175	0.32495	0.905748	0.852946
16	Hounslow	0.209401	0.591206	0.248203	0.613482	0.256989	0.870883	0.678265
17	Islington	0.390053	0.707488	0.312369	0.548517	0.559603	0.843205	0.836913
18	Kensington and Chelsea	0.458809	0.509285	0.396822	0.362694	0.396404	0.639387	0.704809
19	Kingston upon Thames	0.185233	0.395795	0.15907	0.273301	0.15226	0.626022	0.533032
20	Lambeth	0.288738	0.673421	0.372789	0.407457	1	0.866156	0.798209
21	Lewisham	0.192662	0.651861	0.289065	0.506175	0.596273	0.897107	0.730015
22	Merton	0.170425	0.374747	0.193768	0.175247	0.326305	0.743814	0.775508
23	Newham	0.243566	0.589194	0.271376	0.465439	0.759112	0.710652	0.637981
24	Redbridge	0.206482	0.380844	0.3125	0.307584	0.406446	0.720265	0.860029
25	Richmond upon Thames	0.165275	0.297746	0.109467	0.223144	0.108794	0.650691	0.712051
26	Southwark	0.284021	0.635398	0.419849	0.534598	0.792362	0.903582	0.730681
27	Sutton	0.159332	0.36096	0.112534	0.178737	0.159125	0.723537	0.546929
28	Tower Hamlets	0.25582	0.602036	0.473444	0.533689	0.534424	0.790773	0.634651
29	Waltham Forest	0.249907	0.564463	0.185793	0.346596	0.685378	0.802692	0.837683
30	Wandsworth	0.209416	0.379926	0.126798	0.284986	0.407689	0.615081	0.630141
31	Westminster	1	1	1	1	0.85382	0.904566	0.854342
